FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
49,7867,Somerset Street Plaza,Commonwealth of Massachusetts, ,1,Back Bay/Beacon Hill,0.93030039, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,29558.612793,854.777696732, ,INFO_Reallocation From Dept,7867,854.777696718,49,7867,0,6979,2713,29537,18924,21637,23.62799201,9.18508988726,73.2538849578,64.0687950706,49,7867,29537,6979,2713,0,0,921,0,18924,9692,19845,23.62799201,9.18508988726,0,0,3.11812303213,0,64.0687950706,32.8130818973,67.1869181027,29558.6118164063,854.777696720394
50,7868,DeFilippo Playground,City of Boston,A97,3,Central Boston,1.11555607,135 Prince Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,48701.7104492,969.026371929,081,PARK_Maintenance_Region 1,7868,969.026371992,50,7868,0,20593,2868,48702,23953,26821,42.2836844483,5.8888752002,55.0716603014,49.1827851012,50,7868,48702,20593,2868,0,0,713,575,23953,23461,25241,42.2836844483,5.8888752002,0,0,1.46400558499,1.18064966531,49.1827851012,48.1725596485,51.8274403515,48701.7102050781,969.026371968609
51,7869,Copp's Hill Burying Ground,City of Boston,A97/NRHP/PR,4,Central Boston,1.98141665,Opposite 34 Hull Str.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,0,0,86312.043457,1311.85934907,071,PARK_Cemetery Maintenance Request,7869,1311.85934905,51,7869,1,41868,38590,86309,5577,44167,48.5094254365,44.711443766,51.1731105678,6.46166680184,51,7869,86309,41868,38590,0,0,190,84,5577,80458,5851,48.5094254365,44.711443766,0,0,0.220139267052,0.0973247285915,6.46166680184,93.2208692025,6.77913079748,86312.0434570313,1311.85934904921
52,7870,Copp's Hill Terrace,City of Boston,A97/NRHP,1,Central Boston,0.61198844,536 Commericial Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,26658.6906738,682.857456391,072,PARK_Maintenance_Region 1,7870,682.857456512,52,7870,0,11718,4788,26656,8389,13177,43.9600840336,17.9621848739,49.4335234094,31.4713385354,52,7870,26656,11718,4788,0,0,0,1761,8389,16506,10150,43.9600840336,17.9621848739,0,0,0,6.60639255702,31.4713385354,61.9222689076,38.0777310924,26658.6904296875,682.857456497546
53,7871,Foster Street Play Area,City of Boston,A97,3,Central Boston,0.10503572, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,4686.06884766,298.40725736,123,PARK_Maintenance_Region 1,7871,298.407257324,53,7871,0,120,30,4684,3223,3253,2.56191289496,0.64047822374,69.4491887276,68.8087105038,53,7871,4684,120,30,0,0,175,1136,3223,150,4534,2.56191289496,0.64047822374,0,0,3.73612297182,24.2527754056,68.8087105038,3.2023911187,96.7976088813,4686.06884765625,298.407257330594
54,7872,Charter Street Park,City of Boston,A97,3,Central Boston,0.23534031,Opposite 26 Charter Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,10397.5820312,495.821153686,052,PARK_Maintenance_Region 1,7872,495.821153713,54,7872,0,7793,1428,10399,194,1622,74.9398980671,13.732089624,15.5976536205,1.86556399654,54,7872,10399,7793,1428,0,0,1,983,194,9221,1178,74.9398980671,13.732089624,0,0,0.00961630926051,9.45283200308,1.86556399654,88.6719876911,11.3280123089,10397.5817871094,495.821153727816
55,7873,Paul Revere Mall,City of Boston,A97,1,Central Boston,0.86,370 Hanover Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"The Prado;  Webster Avenue Playground",BPRD,0,0,37335.723877,1239.51940483,231,PARK_Maintenance_Region 1,7873,1239.51994376,55,7873,0,26611,400,37332,1731,2131,71.2820100718,1.0714668381,5.70823957998,4.63677274188,55,7873,37332,26611,400,0,0,1299,7291,1731,27011,10321,71.2820100718,1.0714668381,0,0,3.47958855673,19.5301617915,4.63677274188,72.3534769099,27.6465230901,37335.7202148438,1239.51994372439
56,7874,Polcari Park,City of Boston,A97,3,Central Boston,0.28857259,Opposite 44 Prince Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,12149.8793945,522.716715537,240,PARK_Maintenance_Region 1,7874,522.716715491,56,7874,0,4583,489,12149,6875,7364,37.7232694049,4.02502263561,60.614042308,56.5890196724,56,7874,12149,4583,489,0,0,202,0,6875,5072,7077,37.7232694049,4.02502263561,0,0,1.6626882871,0,56.5890196724,41.7482920405,58.2517079595,12149.8801269531,522.716715471198
57,7875,Cutillo Park,City of Boston,A97,3,Central Boston,0.28491861,Opposite 15 Stillman Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,12603.5688477,505.561349424,077,PARK_Maintenance_Region 1,7875,505.56134946,57,7875,0,9168,122,12603,2823,2945,72.7445846227,0.968023486471,23.3674521939,22.3994287075,57,7875,12603,9168,122,0,0,174,316,2823,9290,3313,72.7445846227,0.968023486471,0,0,1.38062366103,2.50733952234,22.3994287075,73.7126081092,26.2873918908,12603.568359375,505.561349443665
58,7876,City Hall Plaza,BRA,A97,1,Central Boston,5.93146518, ,Open Space District,"Malls, Squares & Plazas",NULL, ,X,X,City Hall Square, ,0,0,261953.204346,2862.08189895, ,PARK_Maintenance_Ground Maintenance,7876,2862.08189897,58,7876,3,34052,5808,261949,195692,201500,12.9994769974,2.21722549046,76.9233705798,74.7061450893,58,7876,261949,34052,5808,0,0,16829,9568,195692,39860,222089,12.9994769974,2.21722549046,0,0,6.42453301979,3.65261940301,74.7061450893,15.2167024879,84.7832975121,261953.204833984,2862.08189898952
59,7877,Cardinal Cushing Park I,BRA, ,1,Central Boston,0.35,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,15275.9174805,486.708447072, ,PARK_Maintenance_Region 1,7877,486.708447053,59,7877,0,10866,579,15274,1999,2578,71.1405001964,3.79075553228,16.8783553751,13.0875998429,59,7877,15274,10866,579,0,0,836,994,1999,11445,3829,71.1405001964,3.79075553228,0,0,5.47335341103,6.50779101742,13.0875998429,74.9312557287,25.0687442713,15275.9191894531,486.708447049907
60,7878,Norman Leventhal Park,Private,Agrmnt,3,Central Boston,1.54521864,130 Congress Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BRA,Private,X,X,Post Office Square Park, ,0,0,67117.2043457,1073.31583323, ,INFO_Reallocation From Dept,7878,1073.31545765,60,7878,0,36910,7769,67110,14326,22095,54.9992549546,11.5765161675,32.9235583371,21.3470421696,60,7878,67110,36910,7769,0,0,2083,6022,14326,44679,22431,54.9992549546,11.5765161675,0,0,3.10385933542,8.97332737297,21.3470421696,66.575771122,33.424228878,67117.1240234375,1073.31545767175
61,7879,Pemberton Square I,BRA, ,1,Central Boston,0.18485239, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,8052.3125,379.317849576, ,INFO_Reallocation From Dept,7879,379.317849654,61,7879,0,1324,567,8058,5969,6536,16.4308761479,7.03648548027,81.1119384463,74.075452966,61,7879,8058,1324,567,0,0,198,0,5969,1891,6167,16.4308761479,7.03648548027,0,0,2.45718540581,0,74.075452966,23.4673616282,76.5326383718,8052.3125,379.317849652417
62,7880,Pemberton Square II,City of Boston, ,1,Central Boston,1.06216494, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,46268.7197266,1543.07736165, ,INFO_Reallocation From Dept,7880,1543.07736169,62,7880,0,2388,192,46276,39618,39810,5.16034229406,0.41490189299,86.0273143746,85.6124124816,62,7880,46276,2388,192,0,0,1988,2090,39618,2580,43696,5.16034229406,0.41490189299,0,0,4.29596335033,4.51637998098,85.6124124816,5.57524418705,94.4247558129,46268.7197265625,1543.07736169793
63,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,Congress Str.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,7694.17626953,390.127312104,010,PARK_Maintenance_Ground Maintenance,7881,390.127312058,63,7881,0,3762,312,7696,3412,3724,48.8825363825,4.05405405405,48.3887733888,44.3347193347,63,7881,7696,3762,312,0,0,0,210,3412,4074,3622,48.8825363825,4.05405405405,0,0,0,2.72869022869,44.3347193347,52.9365904366,47.0634095634,7694.17724609375,390.127312064515
64,7882,Union Street Park I,BRA,A97,1,Central Boston,0.51,Between Union Street & Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,X,X,"Holocaust Memorial;  Curley Memorial",BRA,0,0,22141.730957,908.922201134, ,PARK_Maintenance_Ground Maintenance,7882,908.922201113,64,7882,0,15893,2978,22146,2653,5631,71.764652759,13.4471236341,25.4267136277,11.9795899937,64,7882,22146,15893,2978,0,0,0,622,2653,18871,3275,71.764652759,13.4471236341,0,0,0,2.80863361329,11.9795899937,85.211776393,14.788223607,22141.7287597656,908.922201115151
65,7883,Langone Park,City of Boston,A97/Ch91/WPA,3,Central Boston,2.18,529 Commercial Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,95123.3710938,1350.23920437,175,PARK_Maintenance_Region 1,7883,1350.23920433,65,7883,131,3660,54147,94263,36398,90545,3.88275357245,57.442474778,96.0557164529,38.6132416749,65,7883,95004,3660,54147,4602,741,58,0,31796,63150,31854,3.85246936971,56.9944423393,4.84400656814,0.779967159278,0.0610500610501,0,33.4680645025,66.4708854364,33.5291145636,95123.37109375,1350.23920438288
66,7884,School Street Park,BRA, ,1,Central Boston,0.08,Opposite 308 Washington St,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,0,0,3257.80810547,246.634790627, ,INFO_Reallocation From Dept,7884,246.634790648,66,7884,0,763,363,3254,2128,2491,23.4480639213,11.1555009219,76.5519360787,65.3964351567,66,7884,3254,763,363,0,0,0,0,2128,1126,2128,23.4480639213,11.1555009219,0,0,0,0,65.3964351567,34.6035648433,65.3964351567,3257.81030273438,246.634790651041
67,7885,Prince Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,1.28, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,55927.8071289,2133.61024458, ,INFO_Reallocation From Dept,7885,2133.61024462,67,7885,2083,18277,8944,53773,26314,35258,33.9891767244,16.6328826735,65.5682219701,48.9353392967,67,7885,53840,18277,8944,0,67,238,0,26314,27288,26552,33.9468796434,16.6121842496,0,0.124442793462,0.442050520059,0,48.8744427935,50.6835066865,49.3164933135,55927.8076171875,2133.61024463852
68,7886,Ausonia Plaza,BRA, ,1,Central Boston,0.19623955, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,8329.93457031,368.382973607, ,INFO_Reallocation From Dept,7886,368.383429084,68,7886,0,6399,483,8332,1386,1869,76.8002880461,5.7969275084,22.4315890542,16.6346615458,68,7886,8332,6399,483,0,0,64,0,1386,6882,1450,76.8002880461,5.7969275084,0,0,0.768122899664,0,16.6346615458,82.5972155545,17.4027844455,8329.95678710938,368.383429063238
69,7887,Rachel Revere Square,City of Boston,A97,1,Central Boston,0.07859187,210 North St.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,3500.36987305,238.443305878,252,PARK_Maintenance_Region 1,7887,238.443305897,69,7887,0,771,0,3498,2471,2471,22.0411663808,0,70.6403659234,70.6403659234,69,7887,3498,771,0,0,0,63,193,2471,771,2727,22.0411663808,0,0,0,1.80102915952,5.51743853631,70.6403659234,22.0411663808,77.9588336192,3500.36987304688,238.443305880704
70,7888,Tai Tung Park,City of Boston,A97,3,Central Boston,0.03323863,"110 Tyler Street, Corner w/Tai Tung St.",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Tai Tung Tot Lot, ,0,0,1458.97265625,185.311413417,299,PARK_Maintenance_Region 1,7888,185.311413448,70,7888,0,1071,143,1460,19,162,73.3561643836,9.79452054795,11.095890411,1.30136986301,70,7888,1460,1071,143,0,0,225,2,19,1214,246,73.3561643836,9.79452054795,0,0,15.4109589041,0.13698630137,1.30136986301,83.1506849315,16.8493150685,1458.97265625,185.311413435001
71,7889,Pine Street Park,BRA, ,3,Central Boston,0.27166117, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,12309.1794434,543.203010942, ,PARK_Maintenance_Ground Maintenance,7889,543.203010979,71,7889,0,0,0,12312,12297,12297,0,0,99.8781676413,99.8781676413,71,7889,12312,0,0,0,0,15,0,12297,0,12312,0,0,0,0,0.121832358674,0,99.8781676413,0,100,12309.1796875,543.203010977031
72,7890,Quincy Market Square,BRA, ,1,Central Boston,1.56, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,Private,N,X,Quincy Market, ,0,0,67903.1413574,3500.21832028, ,INFO_Reallocation From Dept,7890,3500.21832041,72,7890,0,34298,615,67912,7984,8599,50.5035928849,0.905583696548,12.6619743197,11.7563906232,72,7890,67912,34298,615,0,0,2831,22184,7984,34913,32999,50.5035928849,0.905583696548,0,0,4.16862999175,32.6658028036,11.7563906232,51.4091765815,48.5908234185,67903.1420898438,3500.21832039634
73,7891,Winthrop Square,City of Boston, ,1,Central Boston,0.16, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,7026.90112305,349.836056673, ,INFO_Reallocation From Dept,7891,349.836517785,73,7891,0,0,2431,7029,1110,3541,0,34.5852895149,50.3770095319,15.7917200171,73,7891,7029,0,2431,0,0,723,2765,1110,2431,4598,0,34.5852895149,0,0,10.2859581733,39.3370322948,15.7917200171,34.5852895149,65.4147104851,7026.90673828125,349.836517783488
74,7892,Edwards Playground,City of Boston,A97,3,Charlestown,1.34,10 Eden Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,McCarthy-Eden Plgd, ,0,0,58311.8925781,1051.74273865,101,PARK_Maintenance_Region 1,7892,1051.74273863,74,7892,0,17644,23738,58308,16575,40313,30.259998628,40.7113946628,69.1380256569,28.426630994,74,7892,58308,17644,23738,0,0,9,342,16575,41382,16926,30.259998628,40.7113946628,0,0,0.0154352747479,0.58654044042,28.426630994,70.9713932908,29.0286067092,58311.8933105469,1051.7427386527
75,7893,City Square,Commonwealth of Massachusetts,A97/LL,1,Charlestown,1.21, ,Open Space District,"Malls, Squares & Plazas",DCR, ,X,X, , ,0,0,52650.4597168,912.826570601, ,INFO_Reallocation From Dept,7893,912.826570601,75,7893,1,33558,14320,52652,4709,19029,63.7354706374,27.1974473904,36.141077262,8.94362987161,75,7893,52652,33558,14320,0,0,0,65,4709,47878,4774,63.7354706374,27.1974473904,0,0,0,0.123452100585,8.94362987161,90.9329180278,9.06708197219,52650.4602050781,912.826570611904
76,7894,John Harvard Mall,City of Boston,A97,1,Charlestown,0.82977059, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,36145.4492188,934.550479633,145,PARK_Maintenance_Region 1,7894,934.550479661,76,7894,0,29564,2056,36162,4265,6321,81.7543277474,5.68552624302,17.4796747967,11.7941485537,76,7894,36162,29564,2056,459,0,173,104,3806,32079,4083,81.7543277474,5.68552624302,1.26928820309,0,0.478402743211,0.287594712682,10.5248603506,88.7091421935,11.2908578065,36145.4499511719,934.550479650247
77,7895,Paul Revere Park,Commonwealth of Massachusetts,A97,2,Charlestown,6.40013027, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,278794.612549,2132.10614661, ,INFO_Reallocation From Dept,7895,2132.10614664,77,7895,1473,55756,138787,276547,65852,204639,20.1614915367,50.185682723,73.9979099394,23.8122272164,77,7895,277307,55756,138787,4268,760,0,16152,61584,199571,77736,20.1062360489,50.0481415904,1.5390884471,0.274064484488,0,5.8245915177,22.2078779115,71.9675305708,28.0324694292,278794.611816406,2132.10614661334
78,7896,Charlestown HS Athletic Fields,City of Boston,Ch91/WPA,3,Charlestown,10.42,Opposite 240 Medford St,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Little Mystic Harborwalk, ,0,0,453734.609375,5785.19368142,051,PARK_Maintenance_Region 1,7896,5785.19368147,78,7896,0,57288,67791,451933,325794,393585,12.6762152797,15.0002323353,87.0892366789,72.0890043436,78,7896,453736,57288,67791,1431,1803,880,180,324363,128313,325423,12.6258441032,14.9406262673,0.31538163161,0.39736763228,0.193945377929,0.0396706454855,71.4871643423,28.2792196343,71.7207803657,453734.609375,5785.19368144205
79,7897,Ryan Playground,City of Boston,A97/Ch91/WPA,3,Charlestown,8.78,62 Alford Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,382283.079102,2922.47871316,274,PARK_Maintenance_Region 1,7897,2922.47871315,79,7897,297,48316,236981,381953,94031,331012,12.6497239189,62.0445447477,86.6630187484,24.6184740007,79,7897,381984,48316,236981,34137,31,2625,0,59894,319465,62519,12.6486973276,62.0395095083,8.93676174918,0.00811552316327,0.68720155818,0,15.6797143336,83.6330841082,16.3669158918,382283.078857422,2922.47871314459
80,7898,Gardens for Charlestown,Private,Land Trust,5,Charlestown,0.36291476, ,Commercial/Office/Business District,Community Gardens,NULL, ,N, ,Sullivan Sq. CG, ,0,0,15808.8481445,512.373704204, ,INFO_Reallocation From Dept,7898,512.373704193,80,7898,0,4419,8133,15802,2860,10993,27.9648145804,51.4681685863,69.5671433996,18.0989748133,80,7898,15802,4419,8133,0,0,305,85,2860,12552,3250,27.9648145804,51.4681685863,0,0,1.9301354259,0.537906594102,18.0989748133,79.4329831667,20.5670168333,15808.8488769531,512.373704181859
81,7899,Barry Playground,City of Boston,A97/Ch91/WPA,3,Charlestown,3.32,41 Medford St,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,154686.39502,1668.70186431,015,PARK_Maintenance_Region 1,7899,1668.70186442,81,7899,0,2602,125065,154492,26825,151890,1.68422960412,80.9524117754,98.3157703959,17.3633586205,81,7899,154684,2602,125065,8969,192,0,0,17856,136828,17856,1.68213907062,80.8519303871,5.79827260738,0.124124020584,0,0,11.5435339143,88.4564660857,11.5435339143,154686.39453125,1668.70186442977
82,7900,Doherty Playground,City of Boston,A97/USH,3,Charlestown,3.02175616,349 Bunker Hill Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,163447.62085,1672.62159622,087,PARK_Maintenance_Region 1,7900,1672.62159624,82,7900,1,67347,44717,163447,48235,92952,41.2041823955,27.3587156693,56.8698110091,29.5110953398,82,7900,163447,67347,44717,0,0,3040,108,48235,112064,51383,41.2041823955,27.3587156693,0,0,1.85993013026,0.0660764651538,29.5110953398,68.5628980648,31.4371019352,163447.620605469,1672.62159626726
83,7901,St Francis De Sales Cemetery,Private, ,4,Charlestown,1.79538401, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,78208.3181152,1357.77016041, ,INFO_Reallocation From Dept,7901,1357.77016053,83,7901,0,44630,31605,78214,1152,32757,57.0613956581,40.4083667886,41.8812488813,1.47288209272,83,7901,78214,44630,31605,0,0,160,667,1152,76235,1979,57.0613956581,40.4083667886,0,0,0.204566957322,0.852788503337,1.47288209272,97.4697624466,2.53023755338,78208.318359375,1357.77016050043
84,7902,Bunker Hill Monument,United States of America,NRHP/PR,1,Charlestown,3.75283998, ,Residential District,"Malls, Squares & Plazas",National Park Service, ,X,X,Monument Sq., ,0,0,163476.615967,1620.87618817, ,INFO_Reallocation From Dept,7902,1620.87618816,84,7902,0,62691,70568,163474,26742,97310,38.3492176126,43.1677208608,59.5262855255,16.3585646647,84,7902,163474,62691,70568,0,0,3446,27,26742,133259,30215,38.3492176126,43.1677208608,0,0,2.10798047396,0.0165163879271,16.3585646647,81.5169384734,18.4830615266,163476.615966797,1620.87618819137
85,7903,Phipps Street Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.7478712, ,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,A, , ,0,0,74996.5734863,1071.1192559,238,PARK_Maintenance_Ground Maintenance,7903,1071.11925584,85,7903,0,12615,61507,74991,869,62376,16.8220186422,82.0191756344,83.1779813578,1.15880572335,85,7903,74991,12615,61507,0,0,0,0,869,74122,869,16.8220186422,82.0191756344,0,0,0,0,1.15880572335,98.8411942766,1.15880572335,74996.5729980469,1071.11925582992
86,7904,Winthrop Square,City of Boston,A97,1,Charlestown,0.9,"Winthrop, Common, Adams Sts.",Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,Training Field, ,0,0,39238.9711914,753.054850966,326,PARK_Maintenance_Region 1,7904,753.054850969,86,7904,0,23634,9282,39232,6316,15598,60.241639478,23.6592577488,39.758360522,16.0991027732,86,7904,39232,23634,9282,0,0,0,0,6316,32916,6316,60.241639478,23.6592577488,0,0,0,0,16.0991027732,83.9008972268,16.0991027732,39238.9743652344,753.05485096357
