FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
333,Veterans Of Foreign Wars Parkway,6212200,2,3,1,2013,BL,348.591146517,348.591146508977
334,Market Street,5313600,5,2,1,2013,BL,38.5600841884,38.5600841918444
335,Baker Street,5437400,6,2,0,2014,BL,65.6216664098,65.6216664050827
336,Veterans Of Foreign Wars Parkway,6223500,2,3,1,2013,BL,203.313678871,203.313678864347
337,Veterans Of Foreign Wars Parkway,6213400,2,3,1,2013,BL,345.540596477,345.540596480357
338,Baker Street,5129000,6,2,0,2014,SLM,53.6247910761,53.6247910797183
339,Veterans Of Foreign Wars Parkway,5855200,2,3,1,2013,BL,243.828463785,243.828463779086
340,Baker Street,5687900,6,2,0,2014,BL,132.592593338,132.592593333812
341,Veterans Of Foreign Wars Parkway,4827700,2,3,1,2013,SLM,87.0804853433,87.0804853453029
342,Veterans Of Foreign Wars Parkway,6218600,2,3,1,2013,BL,81.0960769079,81.096076899666
343,Beacon Street,4587500,3,2,0,2009,BL,170.204192483,170.204192474814
344,Chestnut Hill Avenue,4513000,5,2,0,2013,BLSL,34.9978808415,34.9978808375093
345,Market Street,4492400,5,2,0,2013,BL,90.5133601994,90.5133601993631
346,Lake Street,5786300,6,2,0,2011,BL,19.843842424,19.8438424168359
347,Lake Street,5786600,6,2,0,2011,BL,61.6635223076,61.6635223142932
348,Washington Street,5799000,3,2,0,2010,BL,68.7846772754,68.7846772605091
349,Lake Street,5786500,6,2,0,2011,BL,70.3360101325,70.3360101356466
350,Beacon Street,5679000,3,2,0,2009,BFBL,82.2942078297,82.2942078226824
351,Chestnut Hill Avenue,5328600,5,2,0,2010,SLM,178.973456166,178.973456167204
352,Commonwealth Avenue,6238000,3,2,1,2013,SLM,128.791300657,128.791300652942
353,Commonwealth Avenue,6223000,3,2,1,2013,SLM,101.79955431,101.799554312937
354,Chestnut Hill Avenue,5708900,5,2,0,2013,BL,94.2493994982,94.2493995048196
355,Chestnut Hill Avenue,4536000,5,2,0,2013,BL,40.1538543498,40.1538543464252
356,Chestnut Hill Avenue,4535000,5,2,0,2013,BL,33.8304261372,33.8304261372167
357,Winship Street,4521800,5,2,0,2013,BL,64.2125019678,64.2125019710715
358,Summer Street,45263100,3,2,1, ,SLM,155.409572795,155.409572791629
359,Summer Street,6283600,3,2,1,2022,BL,97.5525452833,97.5525452900262
360,Saratoga Street,5614700,5,2,0,2017,BL,37.9686929042,37.9686929059717
361,Washington Street,6258100,3,2,1,2016,BFBL,119.427001899,119.42700190436
362,Beech Street,4903100,3,2,0,2013,SLM,53.1407748373,53.140774834996
363,Centre Street,4880800,5,2,0,2010,BL,73.5124853332,73.5124853331532
364,Commonwealth Avenue Frontage Road Eb,5109300,0,2,1,2013,SLM,110.142157161,110.142157168817
365,Cambridge Street,5649300,3,2,0,2015,SLM,70.5387453134,70.538745308902
366,Belgrade Avenue,4897500,3,2,0,2009,BL,112.5802461,112.580246100055
367,Centre Street,4850400,5,2,0,2019,BFBL,78.3814897413,78.3814897440865
368,Veterans Of Foreign Wars Parkway,6221300,2,3,1,2013,BL,585.217695765,585.217695760276
369,Cambridge Street,4486000,3,2,0,2010,BL,122.257331602,122.257331607342
370,Antwerp St,5936500,0, ,0,2014,BL,62.5405587802,62.5405518531602
371,Belgrade Avenue,4893800,3,2,0,2009,BL,117.34400281,117.344002825847
372,Walter Street,4856100,6,2,0,2016,BLSL,77.617121588,77.6171215870977
373,Walter Street,5737900,6,2,0,2016,BLSL,17.75127983,17.751279826777
374,Centre Street,6283900,2,3,1,2011,BL,55.7153045727,55.7153045711506
375,Brighton Avenue,5426500,3,2,1,2019,SLM,78.8524381701,78.8524381774214
376,Everett Street,4448100,6,2,0,2017,BLSL,98.6458190857,98.6458190892942
377,Perkins Street,6276400,5,3,1,2008,BL,92.9986329493,92.9986329560171
378,North Harvard Street,5180500,5,2,0,2009,BL,62.6665696048,62.6665696048489
379,American Legion Highway,5172400,5,2,1,2020,SBL,22.0745884728,22.0745884747357
380,American Legion Highway,5119500,5,2,1,2020,SBL,553.497324529,553.497324529445
381,Warren Street,4701200,5,2,0,2010,SLM,57.511476093,57.511476092015
382,Warren Street,5601700,5,2,1,2011,SLM,31.5014825057,31.501482509114
383,Walnut Avenue,4642800,6,2,0,2011,BLSL,72.5403808996,72.54038089959
384,Williams Street,5185900,0,2,0,2017,SLMTC,17.4230658936,17.4230658906828
385,Brighton Avenue,5246800,3,2,1,2019,SLM,63.9395975176,63.9395975034972
386,Brighton Avenue,5246600,3,2,1,2010,BL,23.3492667841,23.3492667766883
387,Brighton Avenue,6281500,3,2,1,2010,BL,65.3784588691,65.3784588691876
388,Commonwealth Avenue,5119300,3,2,1,2010,BL,26.5319899973,26.5319900051544
389,Commonwealth Avenue,6222200,3,2,1,2010,BL,100.81471244,100.81471244828
390,North Harvard Street,5221900,5,2,0,2012,BL,82.2888977717,82.2888977739941
391,Cambridge Street,6264800,3,2,1,2022,BFBL,150.923600321,150.923600316172
392,Cambridge Street,5609500,3,2,1,2022,SBL,148.181167518,148.181167524439
393,Western Avenue,5126400,5,2,0,2012,BL,63.4220114113,63.4220114189933
394,Franklin Street,4443500,0,2,0,2010,SLM,52.4332298332,52.4332298360744
395,Cambridge Street,6269700,3,2,1,2022,SBL,242.810541667,242.810541673012
396,River Street,5075800,5,2,0,2012,BLSL,56.1419723963,56.1419723885776
397,River Street,5073800,5,2,0,2012,SLM,37.2607027964,37.2607027892323
398,Belgrade Avenue,5832700,3,2,0,2009,BL,44.0852121079,44.0852121151636
399,Corinth Street,4901600,3,2,0,2009,SLM,85.2572773421,85.2572773477604
400,Washington Street,5116700,3,2,0,2009,BL-PEAKBUS,48.2935865354,48.2935865292487
401,Washington Street,5116600,3,2,0,2009,BL-PEAKBUS,26.6914398427,26.6914398436488
402,Cummins Highway,5311300,3,2,0,2012,BL,84.1540792714,84.1540792624032
403,Walter Street,4831300,6,2,0,2016,BLSL,87.8546439778,87.85464398364
404,Walter Street,6239900,6,2,0,2016,SLM,22.5859319852,22.5859319868058
405,Walter Street,6240100,6,2,0,2016,BL,35.3683703589,35.3683703597188
406,Walter Street,6240200,6,2,0,2016,BL,24.2851170755,24.2851170789237
407,Centre Street,6221500,2,3,1,2011,BL,228.807650247,228.80765025315
408,Centre Street,6277200,2,3,1,2011,BL,68.333939804,68.3339398075001
409,Western Avenue,5728700,5,2,0,2021,SBL,117.981911815,117.981911814814
410,North Harvard Street,5638500,5,2,0,2009,BL,51.5734186561,51.5734186634185
411,North Harvard Street,5872500,5,2,0,2009,BL,114.127702938,114.127702937534
412,Washington Street,5117000,3,2,0,2009,BL-PEAKBUS,103.35193287,103.351932869766
413,Centre Street,5684700,2,3,1,2011,BL,146.16905925,146.169059253763
414,Perkins Street,5150700,5,3,0,2008,BL,39.1411026336,39.1411026336634
415,Perkins Street,5150800,5,3,0,2008,BL,296.282491514,296.282491512353
416,Commonwealth Avenue,6305900,3,2,1,2019,SBL,144.761517101,144.761517101197
417,Commonwealth Avenue,6222000,3,2,1,2019,SBL,230.943730756,230.94373076325
418,Western Avenue,5151400,5,2,0,2021,SBL,23.2221316145,23.2221316070691
419,Western Avenue,4435300,5,2,0,2021,SBL,107.503365526,107.503365526029
420,Mount Hope Street,5218700,0,2,0,2021,CFBL,44.9493365908,44.949336587802
421,Canterbury Street,5289800,0,2,0,2021,SLMTC,66.0056997261,66.0056997347207
422,Truman Highway,6231000,5,3,0,2018,BL,441.606709095,441.606709094691
423,Walk Hill Street,4808500,5,2,0,2014,SLM,103.299277101,103.299277106785
424,New Washington Street,5457400,0,2,1,2018,SBL,122.517197663,122.517197670129
425,Arborway,5241600,0,3,1,2018,SBL,80.3161307395,80.3161307396061
426,Centre Street,6235700,5,2,1,2011,SLM,28.0802866889,28.0802866862649
427,South Street,5167300,5,2,0,2010,SLM,46.3397752106,46.3397752109346
428,Centre Street,5852900,5,2,1,2011,SLM,96.6430403712,96.6430403641531
429,Centre Street,4726600,5,2,0,2010,BL,69.5423947851,69.5423947851219
430,Centre Street,5134900,5,2,0,2010,BL,19.8637000062,19.8637000024319
431,Centre Street,4679400,5,2,0,2010,SLM,75.3249611302,75.3249611302161
432,Centre Street,5135000,5,2,0,2010,SLM,20.5783301999,20.5783302066066
433,Centre Street,4671400,5,2,0,2010,SLM,54.8583676893,54.8583676860096
434,Perkins Street,5291400,5,2,0,2010,SLM,34.2075353504,34.2075353584759
435,Centre Street,4663700,5,2,0,2010,SLM,37.6946900901,37.6946900933627
436,Huntington Avenue,5197200,3,2,0,2013,SLM,90.7360593457,90.7360593517342
437,Arborway,5241400,0,3,1,2018,SBL,193.161617515,193.161617531935
438,American Legion Highway,6271400,5,2,1,2020,SBL,133.992250969,133.992250970907
439,American Legion Highway,5630300,5,2,1,2020,SBL,320.820219507,320.820219511191
440,Pierpoint Road,6211400,5,2,1,2009,BL,108.005176755,108.005176755875
441,Seaver Street,5149100,3,2,1,2016,BFBL,156.79971978,156.799719787724
442,Walnut Avenue,5750000,6,2,0,2011,SLM,54.0377437601,54.0377437600913
443,Williams Street,5185700,0,2,0,2017,SLMTC,20.2882359725,20.2882359695734
444,Perkins Street,6288700,5,2,1,2010,SLM,24.3386538053,24.3386538185381
445,Centre Street,5827900,5,2,1,2010,BL,58.4462343135,58.4462343218807
446,Centre Street,4641500,5,2,0,2010,BLSL,70.7090563612,70.7090563459317
447,Centre Street,4639300,5,2,0,2010,BLSL,23.9693561421,23.9693561494256
448,South Huntington Avenue,5127800,5,2,0,2010,SLM,116.870174886,116.870174886104
449,Huntington Avenue,5197700,3,2,1,2013,SLM,69.3156118496,69.315611851299
450,Longwood Avenue,5318600,5,2,0,2015,BLSL,60.1937723264,60.1937723136176
451,Brookline Avenue,5296200,2,2,0,2013,BLSL,27.3463178874,27.3463178873933
452,Longwood Avenue,4558400,5,2,0,2020,SLM,125.7337969,125.733796902156
453,Brookline Avenue,6298000,2,2,0,2013,SBL,85.1650495598,85.1650495718775
454,Commonwealth Avenue,6260800,3,2,1,2018,SBL,104.52544228,104.525442295133
455,Beacon Street,5189900,3,2,1,2018,SBL,90.4799483052,90.479948306667
456,Beacon Street,6235000,3,2,1,2018,SBL,156.381109413,156.381109412717
457,River Street,5155700,5,2,0,2013,SLM,33.4057444862,33.4057445011358
458,Morton Street,6218000,2,1,1,2013,BFBL,674.927653325,674.9276533243
459,Jewish War Veterans Drive,5160200,5,2,0,2009,BL,36.2389076938,36.2389076947215
460,Huntington Avenue,6241300,3,2,1,2013,SLM,230.823953085,230.823953080621
461,Tremont Street,5675800,5,2,0,2015,SLM,26.4854280226,26.48542803089
462,Huntington Avenue,5759200,3,2,1,2013,SLM,91.7631490929,91.7631490860982
463,Huntington Avenue,6241400,3,2,1,2013,SLM,97.4868005467,97.4868005451135
464,Longwood Avenue,5745100,5,2,0,2015,BLSL,7.51439963878,7.51439964552699
465,Saint Alphonsus Street,4591200,5,2,0,2015,BL,162.234443677,162.23444367329
466,Longwood Avenue,5578300,5,2,0,2015,SLM,22.4876634858,22.487663492148
467,Huntington Avenue,5229400,3,2,1,2013,SLM,32.1209521931,32.1209521969067
468,Longwood Avenue,5197000,5,2,0,2015,BLSL,105.448444525,105.448444526994
469,Palace Road,5297900,0,2,0,2012,SLM,94.4801816668,94.4801816735032
470,Norfolk Street,4960100,5,2,0,2017,BL,19.0932481623,19.0932481579987
471,Blue Hill Avenue,5110900,3,2,1,2010,BL,36.6876237989,36.6876238025606
472,Blue Hill Avenue,4900900,3,2,1,2010,BL,103.902938209,103.902938207087
473,Commonwealth Avenue,5127200,3,2,1,2008,BL,66.6518343879,66.6518343878623
474,Mountfort Street,5660000,0,2,0,2017,SLM,88.9355384461,88.9355384460793
475,Commonwealth Avenue,6224900,3,2,1,2008,BL,256.29294335,256.292943350709
476,River Street,5041800,5,2,0,2013,SLM,58.4394165316,58.4394165314561
477,Blue Hill Avenue,5175500,2,2,1,2010,SLM,92.7968878158,92.7968878125799
478,Blue Hill Avenue,6233400,2,2,1,2010,BL,142.19875621,142.198756210026
479,Blue Hill Avenue,6229500,2,2,1,2010,BL,13.1270946996,13.1270946994849
480,Blue Hill Avenue,6257502,2,2,1,2010,BL,116.703794626,116.703794630047
481,Walk Hill Street,4981100,5,2,0,2014,SLM,214.469322732,214.46932272284
482,Blue Hill Avenue,6213200,2,2,1,2010,BL,116.447204039,116.447204038437
483,Ritchie Street,4643400,6,2,0,2011,SLM,184.480613317,184.480613309649
484,Marcella Street,4647900,6,2,0,2011,SLM,152.199872167,152.199872169557
485,Thornton Street,5560200,0,2,0,2011,SLM,54.7751675898,54.7751675792526
486,Ruggles Street,5365400,5,2,0,2010,SLM,44.399767955,44.3997679466634
487,Huntington Avenue,6249400,3,2,1,2013,SLM,111.200473755,111.200473747098
488,Huntington Avenue,6249500,3,2,1,2013,SLM,111.838453208,111.838453214354
489,Huntington Avenue,5594900,3,2,1,2012,SLM,146.951278767,146.951278776665
490,Bay State Road,5655300,6,2,0,2019,CFBL,150.298037331,150.298037324597
491,Norfolk Street,5146000,5,2,0,2017,BL,53.3447003633,53.3447003708515
492,Blue Hill Avenue,5111200,3,2,1,2010,BL,81.2232067424,81.2232067441751
493,Blue Hill Avenue,5690900,3,2,1,2012,BL,113.584999026,113.584999029001
494,American Legion Highway,5690000,5,2,1,2008,SLM,107.472777935,107.472777937955
495,Blue Hill Avenue,6219700,3,2,1,2012,BL,32.205315637,32.2053156316743
496,Talbot Avenue,5770100,5,2,0,2010,BL,59.9588079796,59.9588079796038
497,Blue Hill Avenue,6232200,3,2,1,2012,SLM,34.3822844519,34.3822844482188
498,Blue Hill Avenue,5167500,3,2,1,2012,SLM,47.7360633263,47.7360633328674
499,Ballou Avenue,4885900,0,2,0,2015,SLM,70.6529291748,70.6529291702809
500,Talbot Avenue,4825400,5,2,0,2010,SLM,148.453751737,148.453751730129
501,Jewish War Veterans Drive,5404700,5,2,0,2009,BL,15.7929936789,15.7929936851984
502,American Legion Highway,5120900,5,2,0,2010,SLM,15.9764096826,15.97640968961
503,Paine Street,5275500,0,2,0,2021,CFBL,339.924546539,339.924546540063
504,Washington Street,4772100,3,2,0,2016,BLSL,282.221226608,282.22122660702
505,Cummins Highway,5161700,3,2,0,2020,BLSL,50.6227995924,50.6227995891023
506,Pierpoint Road,5331000,0,2,0, ,SUP,303.508489925,303.508479214779
507,Washington Street,4710700,3,2,0,2016,SLM,76.5020753743,76.5020753741238
508,Washington Street,4693400,3,2,0,2016,SLM,71.4089619101,71.408961907257
509,Brookline Avenue,5354300,3,2,0,2019,BLSL,22.643081138,22.6430811408727
510,Brookline Avenue,5495000,3,2,0,2019,BLSL,50.623907492,50.623907484529
511,Cummins Highway,5278900,3,2,1, ,SLM,74.5511942121,74.5511942066587
512,Morton Street,6226100,2,1,1,2020,BL,65.6760763902,65.6760763961961
513,Morton Street,5135800,2,1,1,2020,BL,53.580753838,53.5807538325436
514,Walnut Avenue,5851200,6,2,0,2011,SLM,72.6265354013,72.6265354020922
515,Walnut Avenue,5189200,6,2,0,2011,SLM,26.3120119651,26.3120119663773
516,Forsyth Street,5381000,0,2,0,2012,BL,24.6939327449,24.6939327397334
517,Huntington Avenue,6261900,3,2,1,2012,SLM,157.25585659,157.255856589797
518,Columbus Avenue,5194200,3,2,0,2018,SBL,49.8906115427,49.8906115451145
519,Huntington Avenue,6262000,3,2,1,2012,SLM,225.423329989,225.423329988758
520,Columbus Avenue,5194300,3,2,0,2018,SBL,56.2572628178,56.257262812162
521,Westland Avenue,4529800,5,2,0,2017,BLSL,54.3627733522,54.3627733565885
522,Westland Avenue,5301300,5,2,0,2017,BFBL,40.4218222992,40.4218222984897
523,Massachusetts Avenue,5200100,3,2,0,2016,SBL,59.2822266201,59.2822266226981
524,Massachusetts Avenue,5200200,3,2,0,2016,SBL,18.9671897629,18.9671897636547
525,Commonwealth Avenue,5451700,3,2,1,2010,SLM,154.073358938,154.073358937563
526,Commonwealth Avenue,5112500,3,2,1,2010,BL,67.057940509,67.0579405242411
527,Beacon Street,4488300,3,2,0,2018,SBL,131.834649032,131.83464903326
528,Norfolk Street,5723600,5,2,0,2017,BL,130.856325853,130.856325848436
529,Ballou Avenue,4922600,0,2,0,2015,SLM,89.2884838083,89.2884838076904
530,Old Road,5384200,0,2,0,2009,BL,82.4500250847,82.4500250814855
531,Columbus Avenue,4539600,3,2,0,2009,BL,80.1614394344,80.1614394449187
532,Commonwealth Avenue,6209100,3,2,1,2010,BL,171.301199348,171.301199353395
533,Commonwealth Avenue,4494600,3,2,1,2010,BL,200.817665151,200.8176651499
534,Beacon Street,4485600,3,2,0,2018,SBL,170.762985732,170.762985724022
535,Cambridge Street,5227000,3,2,0,2011,BL,50.1352170274,50.1352170350865
536,Jewish War Veterans Drive,5344700,5,2,0,2009,BL,18.0843202129,18.0843202129102
537,Columbia Road,6255200,5,2,1,2010,BL,159.604876449,159.604876444534
538,Warren Street,4732000,5,2,0,2010,SLM,128.561461524,128.56146152814
539,Martin Luther King Boulevard,5304000,5,2,1,2010,BL,13.6358204254,13.6358204254287
540,Warren Street,6263400,5,2,1,2011,BL,110.389145728,110.389145736192
541,Warren Street,6263300,5,2,1,2011,BL,131.283439106,131.283439105698
542,Washington Street,4613500,3,2,0,2011,SLM,87.4924446788,87.4924446805912
543,Talbot Avenue,4854900,5,2,0,2010,BL,113.553616456,113.553616436426
544,Geneva Avenue,4772200,5,2,0,2016,SLM,51.5798885039,51.5798885098095
545,Geneva Avenue,5728400,5,2,0,2016,SLM,109.304072357,109.304072350847
546,Geneva Avenue,4764500,5,2,0,2016,SLM,59.7142155205,59.7142155206103
547,Washington Street,4611100,3,2,0,2011,SLM,38.7472378859,38.7472378824745
548,Warren Street,6264300,5,2,1,2021,SBL,178.046644806,178.046644806282
549,Warren Street,5474500,5,2,1,2011,SLM,39.3278644452,39.3278644415707
550,Washington Street,5300200,3,2,1,2011,SLM,66.4098512608,66.4098512637911
551,Washington Street,4580400,3,2,0,2011,SLM,62.6038622839,62.6038622916573
552,Columbus Avenue,5194500,3,2,0,2018,SBL,55.2599467849,55.2599467792725
553,Columbus Avenue,4552100,3,2,0,2009,BL,102.064603023,102.064603030628
554,Columbus Avenue,5669100,3,2,0,2009,BL,48.6061439835,48.6061439891548
555,Massachusetts Avenue,6245700,3,2,1,2011,BL,139.110703821,139.1107038181
556,Massachusetts Avenue,5260200,3,2,0,2011,BL,93.7181093075,93.7181093099754
557,Norfolk Street,5835900,5,2,0,2017,BL,30.8178664519,30.8178664587289
558,Norfolk Street,4864300,5,2,0,2017,BL,72.4611296498,72.4611296515587
559,New England Avenue,5336400,0,2,0,2018,SLMTC,82.2561334266,82.2561334281373
560,Talbot Avenue,4835700,5,2,0,2010,SLM,95.3660527116,95.3660527130067
561,Columbia Road,6282600,5,2,1,2010,BL,93.5133569976,93.5133570032472
562,Albany Street,46806800,5,2,0,2012,SLM,15.6536645237,15.6536462079177
563,Massachusetts Avenue,5435000,3,2,1,2020,SBL,106.096805738,106.096805735523
564,Washington Street,5846800,3,2,0,2011,SLM,77.4361586557,77.4361586530341
565,Dartmouth Street,4520400,5,2,0,2011,SLM,34.6428200618,34.6428200618379
566,Stuart Street,5593700,3,2,0,2014,SLM,126.179185315,126.179185315037
567,St James Avenue,5840600,3,2,0,2015,SLM,93.3595106583,93.3595106512401
568,Commonwealth Avenue,6208600,3,2,1,2010,BL,187.620864766,187.620864774518
569,Cambridge Street,4394700,3,2,0,2011,BL,106.592092027,106.592092012097
570,Sullivan Square,4392600,3,2,0,2020,BL,50.773450285,50.7734502814461
571,Alford Street,4391900,3,2,1,2016,BFBL,267.819102754,267.819102752732
572,Talbot Avenue,4848500,5,2,0,2010,BL,68.3560683626,68.3560683622989
573,Columbia Road,6230100,5,2,1,2010,BL,105.571382039,105.571382033078
574,Albany Street,4577900,5,2,0,2012,BL,73.6348079104,73.6348079132423
575,Columbus Avenue,5588600,3,2,0,2010,SLM,103.557630899,103.557630891185
576,St James Avenue,5383200,3,2,0,2015,SLM,152.857678381,152.857678388255
577,Columbus Avenue,5728200,3,2,0,2010,SLM,229.439408577,229.439408579591
578,Washington Street,4619900,3,2,0,2016,SLM,72.6182037921,72.6182037819044
579,Morton Street,6226000,2,1,1,2020,BL,133.122648497,133.12264850096
580,Morton Street,6258000,5,2,1,2020,BL,39.1403200039,39.1403199994259
581,Gallivan Boulevard,6236000,2,1,1,2020,BL,85.4127008286,85.4127008218583
582,Morton Street,5593000,2,1,1,2020,BL,59.0710981167,59.071098135321
583,Milton Avenue,4975000,6,2,0,2021,SLMTC,97.7161473651,97.7161473670491
584,Milton Avenue,4936800,6,2,0,2021,SLMTC,38.707137027,38.707137021524
585,Selden Street,4947600,0,2,0,2021,SLMTC,264.381638621,264.381638620993
586,Mora Street,4942400,0,2,0,2021,SLMTC,392.88998454,392.889984539608
587,Norwell Street,4799700,0,2,0,2020,SLMTC,109.678450693,109.678450696428
588,Maffa Way,5810100,3,2,0,2020,BL,118.398479706,118.398479704069
589,Washington Street,4965000,5,2,0, ,SLM,75.2000691287,75.2000691283336
590,Washington Street,4879300,5,2,0, ,SLM,52.6422007666,52.6422007707451
591,Washington Street,4890000,5,2,0, ,SLM,90.9911868231,90.9911868147918
592,Quincy Street,4716300,5,2,0,2019,SLM,34.1691564151,34.1691564133503
593,Arlington Street,4473000,3,2,0,2020,SBL,41.7831989811,41.7831989751676
594,Essex Street,5650201,5,2,0,2012,SLM,10.7595462002,10.7595462076097
595,Adams Street,5868500,5,2,0,2017,BL,241.0774066,241.07740659806
596,Talbot Avenue,5192500,5,2,0,2010,BL,241.184398606,241.184398599152
597,Dorchester Avenue,5193000,3,2,0,2011,SLM,24.9613053699,24.9613053803006
598,Dorchester Avenue,5592000,3,2,0,2011,SLM,57.6058210019,57.6058209999184
599,Dorchester Avenue,4823000,3,2,0,2011,SLM,32.1093023856,32.1093023819753
600,Geneva Avenue,4776800,5,2,0,2016,SLM,48.1588827843,48.158882781954
601,Geneva Avenue,4777400,5,2,0,2016,SLM,22.5698520907,22.5698520907106
602,Adams Street,4769600,5,2,0,2013,SLM,115.972789285,115.972789283036
603,Adams Street,4746200,5,2,0,2013,SLM,86.9910660997,86.9910661081222
604,Columbia Road,5392301,5,2,1,2010,SLM,27.5730972386,27.5730972317074
605,Columbia Road,6254800,5,2,1,2010,SLM,82.5682602001,82.568260203183
606,Columbia Road,5241900,5,2,1,2010,BL,164.275847429,164.275821091978
